startstationname,endstationname,value,source,target
Lafayette Ave & Classon Ave,Franklin Ave & Myrtle Ave,616,152,158
Lafayette Ave & Classon Ave,Fulton St & Grand Ave,1004,152,153
Lafayette Ave & Classon Ave,Hanson Pl & Ashland Pl,658,152,678
Lafayette Ave & Classon Ave,Lafayette Ave & Classon Ave,1028,152,152
Lafayette Ave & Classon Ave,Lefferts Pl & Franklin Ave,929,152,180
Lafayette Ave & Classon Ave,Monroe St & Bedford Ave,770,152,132
Lafayette Ave & Classon Ave,Willoughby Ave & Hall St,737,152,44
Lafayette Ave & Fort Greene Pl,Adelphi St & Myrtle Ave,882,70,69
Lafayette Ave & Fort Greene Pl,Clermont Ave & Lafayette Ave,655,70,202
Lafayette Ave & Fort Greene Pl,Clinton Ave & Myrtle Ave,1200,70,154
Lafayette Ave & Fort Greene Pl,Front St & Washington St,717,70,322
Lafayette Ave & Fort Greene Pl,Hanson Pl & Ashland Pl,1454,70,678
Lafayette Ave & Fort Greene Pl,Lafayette Ave & Classon Ave,713,70,152
Lafayette Ave & Fort Greene Pl,Lafayette Ave & Fort Greene Pl,658,70,70
Lafayette Ave & Fort Greene Pl,Lafayette Ave & St James Pl,815,70,183
Lafayette Ave & Fort Greene Pl,Willoughby Ave & Hall St,758,70,44
Lafayette Ave & Fort Greene Pl,York St & Jay St,869,70,209
Lafayette Ave & St James Pl,Bond St & Fulton St,806,183,494
Lafayette Ave & St James Pl,Clinton Ave & Myrtle Ave,969,183,154
Lafayette Ave & St James Pl,DeKalb Ave & Hudson Ave,3540,183,113
Lafayette Ave & St James Pl,DeKalb Ave & S Portland Ave,799,183,41
Lafayette Ave & St James Pl,Fulton St & Rockwell Pl,880,183,43
Lafayette Ave & St James Pl,Fulton St & Washington Ave,1044,183,168
Lafayette Ave & St James Pl,Hanson Pl & Ashland Pl,1346,183,678
Lafayette Ave & St James Pl,Lafayette Ave & Classon Ave,880,183,152
Lafayette Ave & St James Pl,Washington Ave & Park Ave,969,183,103
Lafayette Ave & St James Pl,Willoughby Ave & Hall St,1996,183,44
Lafayette St & E 8 St,Broadway & E 14 St,5314,82,79
Lafayette St & E 8 St,Broadway & E 22 St,3179,82,186
Lafayette St & E 8 St,E 10 St & Avenue A,5800,82,224
Lafayette St & E 8 St,E 12 St & 3 Ave,2558,82,260
Lafayette St & E 8 St,E 13 St & Avenue A,2781,82,211
Lafayette St & E 8 St,E 17 St & Broadway,5740,82,275
Lafayette St & E 8 St,E 7 St & Avenue A,5082,82,210
Lafayette St & E 8 St,E 9 St & Avenue C,2994,82,178
Lafayette St & E 8 St,St Marks Pl & 1 Ave,3384,82,217
Lafayette St & E 8 St,W 21 St & 6 Ave,3144,82,214
Lafayette St & Jersey St,Allen St & Stanton St,2192,49,102
Lafayette St & Jersey St,Broadway & E 14 St,4065,49,79
Lafayette St & Jersey St,E 12 St & 3 Ave,2442,49,260
Lafayette St & Jersey St,E 17 St & Broadway,4400,49,275
Lafayette St & Jersey St,E 2 St & Avenue B,2307,49,89
Lafayette St & Jersey St,Forsyth St & Broome St,2099,49,310
Lafayette St & Jersey St,Great Jones St,2495,49,34
Lafayette St & Jersey St,Lafayette St & E 8 St,5397,49,82
Lafayette St & Jersey St,MacDougal St & Prince St,2305,49,8
Lafayette St & Jersey St,Suffolk St & Stanton St,3281,49,193
Lafayette St & Jersey St N,Allen St & Stanton St,63,50,102
Lafayette St & Jersey St N,Broadway & E 14 St,119,50,79
Lafayette St & Jersey St N,Cooper Square & E 7 St,63,50,525
Lafayette St & Jersey St N,E 12 St & 3 Ave,62,50,260
Lafayette St & Jersey St N,E 17 St & Broadway,84,50,275
Lafayette St & Jersey St N,E 2 St & Avenue B,66,50,89
Lafayette St & Jersey St N,E 3 St & 1 Ave,68,50,208
Lafayette St & Jersey St N,E 7 St & Avenue A,61,50,210
Lafayette St & Jersey St N,MacDougal St & Prince St,65,50,8
Lafayette St & Jersey St N,Suffolk St & Stanton St,69,50,193
Laight St & Hudson St,Barclay St & Church St,979,47,199
Laight St & Hudson St,Barrow St & Hudson St,677,47,7
Laight St & Hudson St,Christopher St & Greenwich St,576,47,146
Laight St & Hudson St,Duane St & Greenwich St,594,47,72
Laight St & Hudson St,Greenwich St & W Houston St,552,47,135
Laight St & Hudson St,Hudson St & Reade St,683,47,12
Laight St & Hudson St,Laight St & Hudson St,787,47,47
Laight St & Hudson St,South End Ave & Liberty St,492,47,337
Laight St & Hudson St,Vesey Pl & River Terrace,505,47,116
Laight St & Hudson St,West St & Chambers St,707,47,206
Lawrence St & Willoughby St,Adelphi St & Myrtle Ave,2342,112,69
Lawrence St & Willoughby St,Barclay St & Church St,1010,112,199
Lawrence St & Willoughby St,Clinton Ave & Myrtle Ave,1983,112,154
Lawrence St & Willoughby St,Court St & State St,1014,112,652
Lawrence St & Willoughby St,Front St & Washington St,961,112,322
Lawrence St & Willoughby St,Hanson Pl & Ashland Pl,2872,112,678
Lawrence St & Willoughby St,Johnson St & Gold St,1127,112,61
Lawrence St & Willoughby St,State St & Smith St,1014,112,99
Lawrence St & Willoughby St,Washington Park,1071,112,62
Lawrence St & Willoughby St,Willoughby Ave & Hall St,1262,112,44
Lefferts Pl & Franklin Ave,Duffield St & Willoughby St,389,180,174
Lefferts Pl & Franklin Ave,Franklin Ave & St Marks Ave,702,180,805
Lefferts Pl & Franklin Ave,Fulton St & Grand Ave,408,180,153
Lefferts Pl & Franklin Ave,Fulton St & Washington Ave,358,180,168
Lefferts Pl & Franklin Ave,Lafayette Ave & Classon Ave,1016,180,152
Lefferts Pl & Franklin Ave,Lefferts Pl & Franklin Ave,679,180,180
Lefferts Pl & Franklin Ave,Lexington Ave & Classon Ave,383,180,6
Lefferts Pl & Franklin Ave,Macon St & Nostrand Ave,610,180,216
Lefferts Pl & Franklin Ave,Monroe St & Bedford Ave,648,180,132
Lefferts Pl & Franklin Ave,S 4 St & Wythe Ave,418,180,237
Lenox Ave & W 111 St,5 Ave & E 103 St,1014,757,616
Lenox Ave & W 111 St,Central Park North & Adam Clayton Powell Blvd,995,757,624
Lenox Ave & W 111 St,Central Park S & 6 Ave,790,757,328
Lenox Ave & W 111 St,Central Park West & W 72 St,809,757,467
Lenox Ave & W 111 St,Central Park West & W 85 St,959,757,470
Lenox Ave & W 111 St,E 106 St & Madison Ave,662,757,636
Lenox Ave & W 111 St,E 110 St & Madison Ave,961,757,650
Lenox Ave & W 111 St,Frederick Douglass Blvd & W 112 St,974,757,789
Lenox Ave & W 111 St,Lenox Ave & W 111 St,1325,757,757
Lenox Ave & W 111 St,Lexington Ave & E 111 St,1212,757,739
Lenox Ave & W 115 St,Adam Clayton Powell Blvd & W 115 St,254,746,748
Lenox Ave & W 115 St,Central Park North & Adam Clayton Powell Blvd,238,746,624
Lenox Ave & W 115 St,Frederick Douglass Blvd & W 112 St,450,746,789
Lenox Ave & W 115 St,Frederick Douglass Blvd & W 117 St,345,746,770
Lenox Ave & W 115 St,Lenox Ave & W 111 St,365,746,757
Lenox Ave & W 115 St,Lenox Ave & W 115 St,357,746,746
Lenox Ave & W 115 St,Lenox Ave & W 126 St,387,746,755
Lenox Ave & W 115 St,Park Ave & E 124 St,364,746,744
Lenox Ave & W 115 St,Pleasant Ave & E 116 St,254,746,734
Lenox Ave & W 115 St,W 106 St & Central Park West,304,746,573
Lenox Ave & W 117 St,Adam Clayton Powell Blvd & W 118 St,347,860,756
Lenox Ave & W 117 St,E 118 St & 3 Ave,365,860,730
Lenox Ave & W 117 St,E 118 St & Madison Ave,608,860,738
Lenox Ave & W 117 St,Frederick Douglass Blvd & W 117 St,615,860,770
Lenox Ave & W 117 St,Lenox Ave & W 117 St,171,860,860
Lenox Ave & W 117 St,Lenox Ave & W 126 St,324,860,755
Lenox Ave & W 117 St,Lenox Ave & W 130 St,198,860,765
Lenox Ave & W 117 St,Lexington Ave & E 120 St,254,860,743
Lenox Ave & W 117 St,Madison Ave & E 120 St,198,860,740
Lenox Ave & W 117 St,Mt Morris Park W & W 120 St,509,860,771
Lenox Ave & W 126 St,E 128 St & Madison Ave,727,755,857
Lenox Ave & W 126 St,Frederick Douglass Blvd & W 112 St,291,755,789
Lenox Ave & W 126 St,Frederick Douglass Blvd & W 117 St,474,755,770
Lenox Ave & W 126 St,Lenox Ave & W 111 St,599,755,757
Lenox Ave & W 126 St,Lenox Ave & W 115 St,313,755,746
Lenox Ave & W 126 St,Lenox Ave & W 126 St,458,755,755
Lenox Ave & W 126 St,Lenox Ave & W 130 St,1136,755,765
Lenox Ave & W 126 St,Morningside Ave & W 123 St,362,755,776
Lenox Ave & W 126 St,Park Ave & E 124 St,480,755,744
Lenox Ave & W 126 St,St. Nicholas Ave & W 126 St,1094,755,769
Lenox Ave & W 130 St,Amsterdam Ave & W 119 St,296,765,778
Lenox Ave & W 130 St,E 128 St & Madison Ave,227,765,857
Lenox Ave & W 130 St,Frederick Douglass Blvd & W 117 St,281,765,770
Lenox Ave & W 130 St,Lenox Ave & W 111 St,345,765,757
Lenox Ave & W 130 St,Lenox Ave & W 126 St,1327,765,755
Lenox Ave & W 130 St,Lenox Ave & W 130 St,839,765,765
Lenox Ave & W 130 St,Lexington Ave & E 127 St,339,765,742
Lenox Ave & W 130 St,Morningside Ave & W 123 St,250,765,776
Lenox Ave & W 130 St,Park Ave & E 124 St,696,765,744
Lenox Ave & W 130 St,St. Nicholas Ave & W 126 St,795,765,769
Leonard St & Bayard St,Bedford Ave & Nassau Ave,305,400,410
Leonard St & Bayard St,Devoe St & Leonard St,264,400,386
Leonard St & Bayard St,E 2 St & Avenue C,132,400,14
Leonard St & Bayard St,Graham Ave & Conselyea St,144,400,388
Leonard St & Bayard St,Kent Ave & N 7 St,219,400,339
Leonard St & Bayard St,Metropolitan Ave & Bedford Ave,132,400,318
Leonard St & Bayard St,Milton St & Franklin St,168,400,416
Leonard St & Bayard St,N 6 St & Bedford Ave,130,400,395
Leonard St & Bayard St,N 8 St & Driggs Ave,386,400,392
Leonard St & Bayard St,Wythe Ave & Metropolitan Ave,210,400,324
Leonard St & Boerum St,Bedford Ave & Nassau Ave,190,374,410
Leonard St & Boerum St,Boerum St & Broadway,553,374,373
Leonard St & Boerum St,Broadway & Berry St,257,374,173
Leonard St & Boerum St,Broadway & Whipple St,339,374,369
Leonard St & Boerum St,Devoe St & Lorimer St,580,374,697
Leonard St & Boerum St,Leonard St & Boerum St,441,374,374
Leonard St & Boerum St,Lorimer St & Broadway,663,374,371
Leonard St & Boerum St,Metropolitan Ave & Bedford Ave,480,374,318
Leonard St & Boerum St,Montrose Ave & Bushwick Ave,695,374,376
Leonard St & Boerum St,Nassau Ave & Russell St,234,374,411
Leonard St & Church St,Barclay St & Church St,2817,109,199
Leonard St & Church St,Cleveland Pl & Spring St,1285,109,15
Leonard St & Church St,Duane St & Greenwich St,1366,109,72
Leonard St & Church St,Leonard St & Church St,1215,109,109
Leonard St & Church St,Lispenard St & Broadway,1162,109,57
Leonard St & Church St,Murray St & Greenwich St,1122,109,704
Leonard St & Church St,Murray St & West St,1801,109,98
Leonard St & Church St,South End Ave & Liberty St,1129,109,337
Leonard St & Church St,Vesey Pl & River Terrace,1442,109,116
Leonard St & Church St,West St & Chambers St,1150,109,206
Leonard St & Grand St,Devoe St & Leonard St,175,381,386
Leonard St & Grand St,Division Ave & Hooper St,159,381,375
Leonard St & Grand St,Leonard St & Grand St,168,381,381
Leonard St & Grand St,Metropolitan Ave & Bedford Ave,236,381,318
Leonard St & Grand St,Metropolitan Ave & Meeker Ave,154,381,389
Leonard St & Grand St,Montrose Ave & Bushwick Ave,189,381,376
Leonard St & Grand St,S 4 St & Wythe Ave,164,381,237
Leonard St & Grand St,S 5 Pl & S 4 St,138,381,311
Leonard St & Grand St,Scholes St & Manhattan Ave,177,381,378
Leonard St & Grand St,Wythe Ave & Metropolitan Ave,165,381,324
Leonard St & Manhattan Ave,Graham Ave & Conselyea St,77,401,388
Leonard St & Manhattan Ave,Greenpoint Ave & Manhattan Ave,87,401,417
Leonard St & Manhattan Ave,Kent Ave & N 7 St,138,401,339
Leonard St & Manhattan Ave,Leonard St & Grand St,82,401,381
Leonard St & Manhattan Ave,Meserole Ave & Manhattan Ave,123,401,413
Leonard St & Manhattan Ave,Milton St & Franklin St,89,401,416
Leonard St & Manhattan Ave,N 6 St & Bedford Ave,98,401,395
Leonard St & Manhattan Ave,N 8 St & Driggs Ave,1036,401,392
Leonard St & Manhattan Ave,Vernon Blvd & 50 Ave,78,401,423
Leonard St & Manhattan Ave,Wythe Ave & Metropolitan Ave,79,401,324
Leonard St & Maujer St,Broadway & Whipple St,388,698,369
Leonard St & Maujer St,Devoe St & Lorimer St,1749,698,697
Leonard St & Maujer St,Grand St & Havemeyer St,336,698,248
Leonard St & Maujer St,Leonard St & Maujer St,367,698,698
Leonard St & Maujer St,Lorimer St & Broadway,386,698,371
Leonard St & Maujer St,Metropolitan Ave & Bedford Ave,688,698,318
Leonard St & Maujer St,Montrose Ave & Bushwick Ave,397,698,376
Leonard St & Maujer St,N 6 St & Bedford Ave,294,698,395
Leonard St & Maujer St,S 4 St & Rodney St,466,698,382
Leonard St & Maujer St,Wythe Ave & Metropolitan Ave,301,698,324
Leonard St & Meeker Ave,Bedford Ave & Nassau Ave,62,391,410
Leonard St & Meeker Ave,Devoe St & Leonard St,78,391,386
Leonard St & Meeker Ave,Graham Ave & Conselyea St,121,391,388
Leonard St & Meeker Ave,Kent Ave & N 7 St,68,391,339
Leonard St & Meeker Ave,Leonard St & Grand St,90,391,381
Leonard St & Meeker Ave,Metropolitan Ave & Bedford Ave,100,391,318
Leonard St & Meeker Ave,Metropolitan Ave & Meeker Ave,74,391,389
Leonard St & Meeker Ave,N 8 St & Driggs Ave,103,391,392
Leonard St & Meeker Ave,Union Ave & N 12 St,57,391,398
Leonard St & Meeker Ave,Wythe Ave & Metropolitan Ave,63,391,324
Leonard St & Nassau Ave,Driggs Ave & N Henry St,839,889,409
Leonard St & Nassau Ave,Greenpoint Ave & Manhattan Ave,334,889,417
Leonard St & Nassau Ave,Kent Ave & N 7 St,299,889,339
Leonard St & Nassau Ave,Meserole Ave & Manhattan Ave,244,889,413
Leonard St & Nassau Ave,Metropolitan Ave & Bedford Ave,362,889,318
Leonard St & Nassau Ave,Milton St & Franklin St,259,889,416
Leonard St & Nassau Ave,N 6 St & Bedford Ave,352,889,395
Leonard St & Nassau Ave,N 8 St & Driggs Ave,1374,889,392
Leonard St & Nassau Ave,Nassau Ave & Newell St,239,889,402
Leonard St & Nassau Ave,Nassau Ave & Russell St,1646,889,411
Lewis Ave & Decatur St,Albany Ave & Fulton St,172,347,348
Lewis Ave & Decatur St,Fulton St & Utica Ave,591,347,346
Lewis Ave & Decatur St,Lefferts Pl & Franklin Ave,177,347,180
Lewis Ave & Decatur St,Lewis Ave & Decatur St,383,347,347
Lewis Ave & Decatur St,Lewis Ave & Kosciuszko St,161,347,360
Lewis Ave & Decatur St,Lewis Ave & Madison St,812,347,354
Lewis Ave & Decatur St,Macon St & Nostrand Ave,343,347,216
Lewis Ave & Decatur St,Marcus Garvey Blvd & Macon St,188,347,349
Lewis Ave & Decatur St,Myrtle Ave & Lewis Ave,186,347,366
Lewis Ave & Decatur St,Verona Pl & Fulton St,190,347,513
Lewis Ave & Kosciuszko St,DeKalb Ave & Hudson Ave,245,360,113
Lewis Ave & Kosciuszko St,DeKalb Ave & Skillman St,267,360,192
Lewis Ave & Kosciuszko St,DeKalb Ave & Vanderbilt Ave,248,360,58
Lewis Ave & Kosciuszko St,Fulton St & Utica Ave,171,360,346
Lewis Ave & Kosciuszko St,Kosciuszko St & Nostrand Ave,485,360,358
Lewis Ave & Kosciuszko St,Lewis Ave & Kosciuszko St,543,360,360
Lewis Ave & Kosciuszko St,Macon St & Nostrand Ave,181,360,216
Lewis Ave & Kosciuszko St,Montrose Ave & Bushwick Ave,211,360,376
Lewis Ave & Kosciuszko St,Myrtle Ave & Lewis Ave,2705,360,366
Lewis Ave & Kosciuszko St,Myrtle Ave & Marcy Ave,205,360,364
Lewis Ave & Madison St,Fulton St & Utica Ave,3582,354,346
Lewis Ave & Madison St,Halsey St & Tompkins Ave,295,354,350
Lewis Ave & Madison St,Kosciuszko St & Nostrand Ave,417,354,358
Lewis Ave & Madison St,Lewis Ave & Decatur St,489,354,347
Lewis Ave & Madison St,Lewis Ave & Madison St,620,354,354
Lewis Ave & Madison St,Macon St & Nostrand Ave,335,354,216
Lewis Ave & Madison St,Marcus Garvey Blvd & Macon St,310,354,349
Lewis Ave & Madison St,Monroe St & Bedford Ave,444,354,132
Lewis Ave & Madison St,Myrtle Ave & Lewis Ave,2137,354,366
Lewis Ave & Madison St,Verona Pl & Fulton St,347,354,513
Lexington Ave & Classon Ave,Atlantic Ave & Fort Greene Pl,453,6,3
Lexington Ave & Classon Ave,DeKalb Ave & Hudson Ave,724,6,113
Lexington Ave & Classon Ave,DeKalb Ave & Vanderbilt Ave,418,6,58
Lexington Ave & Classon Ave,Fulton St & Grand Ave,613,6,153
Lexington Ave & Classon Ave,Fulton St & Washington Ave,792,6,168
Lexington Ave & Classon Ave,Hanson Pl & Ashland Pl,974,6,678
Lexington Ave & Classon Ave,Lawrence St & Willoughby St,521,6,112
Lexington Ave & Classon Ave,Lexington Ave & Classon Ave,660,6,6
Lexington Ave & Classon Ave,Monroe St & Bedford Ave,608,6,132
Lexington Ave & Classon Ave,Reade St & Broadway,414,6,120
Lexington Ave & E 111 St,1 Ave & E 110 St,625,739,733
Lexington Ave & E 111 St,Central Park North & Adam Clayton Powell Blvd,210,739,624
Lexington Ave & E 111 St,E 110 St & Madison Ave,453,739,650
Lexington Ave & E 111 St,E 115 St & Lexington Ave,139,739,731
Lexington Ave & E 111 St,Frederick Douglass Blvd & W 112 St,267,739,789
Lexington Ave & E 111 St,Lenox Ave & W 111 St,1487,739,757
Lexington Ave & E 111 St,Lenox Ave & W 115 St,147,739,746
Lexington Ave & E 111 St,Lexington Ave & E 111 St,265,739,739
Lexington Ave & E 111 St,Park Ave & E 124 St,249,739,744
Lexington Ave & E 111 St,Pleasant Ave & E 116 St,250,739,734
Lexington Ave & E 120 St,E 102 St & Park Ave,117,743,612
Lexington Ave & E 120 St,E 115 St & Madison Ave,84,743,737
Lexington Ave & E 120 St,E 97 St & Madison Ave,88,743,585
Lexington Ave & E 120 St,Lenox Ave & W 111 St,85,743,757
Lexington Ave & E 120 St,Lenox Ave & W 117 St,234,743,860
Lexington Ave & E 120 St,Lenox Ave & W 130 St,84,743,765
Lexington Ave & E 120 St,Lexington Ave & E 120 St,81,743,743
Lexington Ave & E 120 St,Pleasant Ave & E 116 St,82,743,734
Lexington Ave & E 120 St,Pleasant Ave & E 120 St,129,743,735
Lexington Ave & E 120 St,W 120 St & Claremont Ave,78,743,858
Lexington Ave & E 127 St,5 Ave & E 126 St,153,742,763
Lexington Ave & E 127 St,Adam Clayton Powell Blvd & W 126 St,72,742,861
Lexington Ave & E 127 St,E 103 St & Lexington Ave,121,742,629
Lexington Ave & E 127 St,E 128 St & Madison Ave,254,742,857
Lexington Ave & E 127 St,Lenox Ave & W 126 St,169,742,755
Lexington Ave & E 127 St,Lenox Ave & W 130 St,273,742,765
Lexington Ave & E 127 St,Lexington Ave & E 111 St,66,742,739
Lexington Ave & E 127 St,Lexington Ave & E 127 St,119,742,742
Lexington Ave & E 127 St,Morningside Dr & Amsterdam Ave,62,742,779
Lexington Ave & E 127 St,St. Nicholas Ave & W 126 St,146,742,769
Lexington Ave & E 24 St,Broadway & E 14 St,2122,317,79
Lexington Ave & E 24 St,Broadway & E 22 St,2462,317,186
Lexington Ave & E 24 St,E 15 St & 3 Ave,2681,317,86
Lexington Ave & E 24 St,E 17 St & Broadway,3187,317,275
Lexington Ave & E 24 St,E 31 St & 3 Ave,2054,317,253
Lexington Ave & E 24 St,E 33 St & 5 Ave,2056,317,305
Lexington Ave & E 24 St,Pershing Square North,4690,317,297
Lexington Ave & E 24 St,W 21 St & 6 Ave,3279,317,214
Lexington Ave & E 24 St,W 27 St & 7 Ave,2008,317,221
Lexington Ave & E 24 St,W 31 St & 7 Ave,5239,317,164
Lexington Ave & E 29 St,8 Ave & W 31 St,1815,319,299
Lexington Ave & E 29 St,Broadway & E 22 St,2000,319,186
Lexington Ave & E 29 St,Broadway & W 29 St,3243,319,263
Lexington Ave & E 29 St,E 15 St & 3 Ave,1644,319,86
Lexington Ave & E 29 St,E 17 St & Broadway,2434,319,275
Lexington Ave & E 29 St,E 39 St & 3 Ave,1678,319,22
Lexington Ave & E 29 St,Lexington Ave & E 24 St,2164,319,317
Lexington Ave & E 29 St,Pershing Square North,3608,319,297
Lexington Ave & E 29 St,W 27 St & 7 Ave,1774,319,221
Lexington Ave & E 29 St,W 31 St & 7 Ave,3908,319,164
Lexington Ave & E 63 St,1 Ave & E 62 St,2078,457,445
Lexington Ave & E 63 St,1 Ave & E 68 St,4600,457,444
Lexington Ave & E 63 St,1 Ave & E 78 St,1124,457,443
Lexington Ave & E 63 St,Broadway & W 60 St,791,457,277
Lexington Ave & E 63 St,E 47 St & Park Ave,1772,457,147
Lexington Ave & E 63 St,E 55 St & Lexington Ave,912,457,336
Lexington Ave & E 63 St,E 72 St & York Ave,2128,457,458
Lexington Ave & E 63 St,E 76 St & Park Ave,763,457,628
Lexington Ave & E 63 St,E 85 St & 3 Ave,1054,457,450
Lexington Ave & E 63 St,Pershing Square North,791,457,297
Liberty St & Broadway,Broad St & Bridge St,3245,26,60
Liberty St & Broadway,Broadway & Battery Pl,5713,26,92
Liberty St & Broadway,Front St & Maiden Ln,2939,26,139
Liberty St & Broadway,Liberty St & Broadway,2009,26,26
Liberty St & Broadway,Maiden Ln & Pearl St,3718,26,64
Liberty St & Broadway,Old Slip & Front St,2469,26,126
Liberty St & Broadway,Pearl St & Hanover Square,3680,26,197
Liberty St & Broadway,South End Ave & Liberty St,2618,26,337
Liberty St & Broadway,South St & Gouverneur Ln,2118,26,105
Liberty St & Broadway,Water - Whitehall Plaza,4343,26,315
